Date,Codigo,Valor_Dividendo
2024-06-12,BBAS3,0.457947
2024-06-12,PETR3,1.043242
2024-06-12,PETR4,1.043242
2024-06-12,RBRR11,0.85
2024-06-12,RBRY11,0.95
2024-06-13,CPTS11,0.078
2024-06-13,MCCI11,0.8
2024-06-13,VGIP11,0.72
2024-06-13,VGIR11,0.109618
2024-06-14,BBAS3,0.20424
2024-06-17,AFHI11,0.96
2024-06-17,BTLG11,0.76
2024-06-17,RBRX11,0.11
2024-06-17,RZAK11,1.0
2024-06-17,SNCI11,0.95
2024-06-17,SNEL11,1.55
2024-06-17,SNFF11,1.0
2024-06-18,BBDC3,0.359141
2024-06-18,BBDC4,0.395055
2024-06-18,MCRE11,0.11
2024-06-19,ALZR11,0.07298
2024-06-19,B3SA3,0.086087
2024-06-19,BPML11,1.07
2024-06-19,BROF11,0.54
2024-06-19,CPSH11,0.095
2024-06-19,XPML11,0.91984
2024-06-20,BTAL11,0.84
2024-06-21,ITSA4,0.087942
2024-06-21,ITUB4,0.221536
2024-06-24,CMIG4,0.150212
2024-06-24,GZIT11,0.78
2024-06-24,HYPE3,0.096676
2024-06-24,SMFT3,0.08455
2024-06-24,TIMS3,0.124069
2024-06-26,CSMG3,0.38471
2024-06-26,LREN3,0.141745
2024-06-27,MULT3,0.233675
2024-06-27,RENT3,0.397984
2024-06-27,VIVT3,0.053113
2024-07-01,BBIG11,0.08
2024-07-01,BCIA11,0.87
2024-07-01,BCRI11,0.75
2024-07-01,BRCO11,0.87
2024-07-01,CACR11,1.46
2024-07-01,CYCR11,0.12
2024-07-01,GARE11,0.086755
2024-07-01,GTWR11,0.79
2024-07-01,HABT11,1.0
2024-07-01,HFOF11,0.063
2024-07-01,HGBS11,0.175
2024-07-01,HGCR11,0.95
2024-07-01,HGLG11,1.1
2024-07-01,HGRE11,1.5
2024-07-01,HGRU11,1.238895
2024-07-01,HSAF11,0.9
2024-07-01,HSLG11,0.74
2024-07-01,HSML11,0.8
2024-07-01,HTMX11,1.411007
2024-07-01,ICRI11,0.86
2024-07-01,ITRI11,0.81
2024-07-01,ITUB4,0.015578
2024-07-01,JSAF11,1.0
2024-07-01,JSRE11,0.48
2024-07-01,KCRE11,0.09
2024-07-01,KFOF11,0.75
2024-07-01,KISU11,0.075
2024-07-01,KIVO11,1.1
2024-07-01,KNCR11,0.995812
2024-07-01,KNHF11,0.9
2024-07-01,KNHY11,1.05
2024-07-01,KNIP11,0.85
2024-07-01,KNRI11,1.0
2024-07-01,KNSC11,0.089799
2024-07-01,KNUQ11,0.808443
2024-07-01,KORE11,1.25
2024-07-01,LIFE11,0.178851
2024-07-01,LVBI11,0.9
2024-07-01,MANA11,0.1
2024-07-01,MFII11,1.196284
2024-07-01,MXRF11,0.1
2024-07-01,OUJP11,0.82
2024-07-01,PATL11,0.57
2024-07-01,PMIS11,0.1
2024-07-01,PMLL11,0.8
2024-07-01,PORD11,0.091
2024-07-01,PVBI11,0.65
2024-07-01,RBVA11,0.1
2024-07-01,RDOR3,0.155994
2024-07-01,RPRI11,1.05
2024-07-01,RZTR11,0.9
2024-07-01,TEPP11,0.118
2024-07-01,TGAR11,1.33
2024-07-01,TRBL11,0.85
2024-07-01,TRXF11,1.044802
2024-07-01,TVRI11,0.97
2024-07-01,URPR11,1.03
2024-07-01,VBBR3,0.435858
2024-07-01,VCJR11,0.9
2024-07-01,VGHF11,0.09
2024-07-01,VGRI11,0.15
2024-07-01,VILG11,0.65
2024-07-01,VINO11,0.06
2024-07-01,VISC11,0.85
2024-07-01,VIUR11,0.067
2024-07-01,VRTA11,0.9
2024-07-01,VRTM11,0.1
2024-07-01,WEGE3,0.062765
2024-07-01,WHGR11,0.1
2024-07-01,XPCI11,1.0
2024-07-01,XPLG11,0.78
2024-07-01,XPSF11,0.07
2024-07-02,BBDC3,0.01725
2024-07-02,BBDC4,0.018975
2024-07-02,GGRC11,0.093
2024-07-04,BPAC11,0.40669
2024-07-04,RADL3,0.044072
2024-07-05,DIRR3,0.533333
2024-07-05,FATN11,0.85
2024-07-08,BRCR11,0.5
2024-07-08,BTCI11,0.094
2024-07-08,DEVA11,0.43
2024-07-08,HCTR11,0.53
2024-07-08,RBRL11,0.65
2024-07-08,RBRP11,0.67
2024-07-08,RCRB11,0.99
2024-07-08,RECR11,0.574325
2024-07-08,RECT11,0.285541
2024-07-08,SPXS11,0.098
2024-07-09,CCME11,0.08
2024-07-09,CLIN11,1.0
2024-07-10,RBRR11,0.961
2024-07-10,RBRY11,1.0
2024-07-11,AZZA3,0.540743
2024-07-11,CPTS11,0.077
2024-07-11,MCCI11,0.8
2024-07-11,VGIP11,0.95
2024-07-11,VGIR11,0.099653
2024-07-15,AFHI11,0.95
2024-07-15,RBRX11,0.11
2024-07-15,RZAK11,1.0
2024-07-16,BTLG11,0.76
2024-07-16,MCRE11,0.11
2024-07-16,SNCI11,1.0
2024-07-16,SNEL11,0.1
2024-07-16,SNFF11,1.1
2024-07-17,BROF11,0.434688
2024-07-17,CPSH11,0.095
2024-07-18,BLMG11,0.45
2024-07-18,BTAL11,0.84
2024-07-19,ALZR11,0.07083
2024-07-19,BPML11,1.07
2024-07-19,XPML11,0.91984
2024-07-22,SANB11,0.4025
2024-07-25,GZIT11,0.78
2024-07-25,HYPE3,0.096676
2024-07-29,VIVT3,0.197812
2024-08-01,BBIG11,0.08
2024-08-01,BCIA11,0.87
2024-08-01,BCRI11,0.81
2024-08-01,BRCO11,0.87
2024-08-01,CACR11,1.3
2024-08-01,CYCR11,0.12
2024-08-01,GARE11,0.086755
2024-08-01,GTWR11,0.79
2024-08-01,HABT11,1.0
2024-08-01,HFOF11,0.063
2024-08-01,HGBS11,0.16
2024-08-01,HGCR11,0.95
2024-08-01,HGLG11,1.1
2024-08-01,HGRE11,0.78
2024-08-01,HGRU11,0.85
2024-08-01,HSAF11,0.8
2024-08-01,HSLG11,0.74
2024-08-01,HSML11,0.8
2024-08-01,HTMX11,2.3
2024-08-01,ICRI11,1.0
2024-08-01,ITRI11,0.85
2024-08-01,ITUB4,0.015578
2024-08-01,JSAF11,1.0
2024-08-01,JSRE11,0.48
2024-08-01,KCRE11,0.1
2024-08-01,KFOF11,0.75
2024-08-01,KISU11,0.07
2024-08-01,KIVO11,0.95
2024-08-01,KNCR11,0.946021
2024-08-01,KNHF11,0.9
2024-08-01,KNHY11,1.12
2024-08-01,KNIP11,0.87
2024-08-01,KNRI11,1.0
2024-08-01,KNSC11,0.089799
2024-08-01,KNUQ11,1.054919
2024-08-01,KORE11,1.25
2024-08-01,LIFE11,0.134138
2024-08-01,LVBI11,0.9
2024-08-01,MANA11,0.1
2024-08-01,MFII11,1.176346
2024-08-01,MXRF11,0.1
2024-08-01,OUJP11,0.82
2024-08-01,PATL11,0.57
2024-08-01,PMIS11,0.1
2024-08-01,PMLL11,0.8
2024-08-01,PORD11,0.089
2024-08-01,PVBI11,0.65
2024-08-01,RBVA11,0.1
2024-08-01,RPRI11,1.05
2024-08-01,RZTR11,0.9
2024-08-01,TEPP11,0.078
2024-08-01,TGAR11,1.22
2024-08-01,TRBL11,0.85
2024-08-01,TRXF11,0.925396
2024-08-01,TVRI11,0.98
2024-08-01,URPR11,1.0
2024-08-01,VCJR11,1.0
2024-08-01,VGHF11,0.09
2024-08-01,VGRI11,0.15
2024-08-01,VILG11,0.65
2024-08-01,VINO11,0.052
2024-08-01,VISC11,0.85
2024-08-01,VIUR11,0.067
2024-08-01,VRTA11,0.9
2024-08-01,VRTM11,0.1
2024-08-01,WHGR11,0.095
2024-08-01,XPCI11,0.87
2024-08-01,XPLG11,0.78
2024-08-01,XPSF11,0.07
2024-08-02,BBDC3,0.01725
2024-08-02,BBDC4,0.018975
2024-08-02,CXSE3,0.28
2024-08-02,GGRC11,0.091
2024-08-05,VALE3,2.093798
2024-08-05,WEGE3,0.187552
2024-08-06,KLBN11,0.333857
2024-08-07,FATN11,0.85
2024-08-07,TOTS3,0.23
2024-08-08,BLMG11,0.5
2024-08-08,BRCR11,0.5
2024-08-08,BTCI11,0.094
2024-08-08,DEVA11,0.46
2024-08-08,HCTR11,0.36
2024-08-08,RBRL11,0.65
2024-08-08,RBRP11,0.55
2024-08-08,RCRB11,0.91
2024-08-08,RECR11,0.602687
2024-08-08,RECT11,0.275294
2024-08-08,SPXS11,0.099
2024-08-09,CCME11,0.08
2024-08-09,CLIN11,0.98
2024-08-12,GGBR4,0.12
2024-08-12,GOAU4,0.060002
2024-08-12,RBRR11,0.85
2024-08-12,RBRY11,1.0
2024-08-13,CPTS11,0.081
2024-08-13,ENGI11,0.909091
2024-08-13,MCCI11,0.8
2024-08-13,VGIP11,0.88
2024-08-13,VGIR11,0.1
2024-08-15,AFHI11,0.95
2024-08-15,FLRY3,0.337384
2024-08-15,RBRX11,0.09
2024-08-15,RZAK11,0.95
2024-08-16,BTLG11,0.76
2024-08-16,MCRE11,0.1
2024-08-16,SNCI11,1.0
2024-08-16,SNEL11,0.1
2024-08-16,SNFF11,1.0
2024-08-16,TAEE11,0.648124
2024-08-16,UGPA3,0.25
2024-08-19,ALZR11,0.075485
2024-08-19,BBSE3,1.390909
2024-08-19,BPML11,1.07
2024-08-19,BROF11,0.42
2024-08-19,CPSH11,0.1
2024-08-19,XPML11,0.91984
2024-08-20,BTAL11,0.84
2024-08-22,BBAS3,0.474655
2024-08-22,EGIE3,0.816605
2024-08-22,PETR3,1.0532
2024-08-22,PETR4,1.0532
2024-08-26,CMIG4,0.49636
2024-08-26,GZIT11,0.78
2024-08-27,VIVT3,0.122082
2024-08-29,POMO4,0.109091
2024-09-02,BBIG11,0.08
2024-09-02,BCIA11,0.87
2024-09-02,BCRI11,0.81
2024-09-02,BRCO11,0.87
2024-09-02,CACR11,1.31
2024-09-02,CYCR11,0.1
2024-09-02,GARE11,0.086755
2024-09-02,GTWR11,0.79
2024-09-02,HABT11,0.95
2024-09-02,HFOF11,0.063
2024-09-02,HGBS11,0.16
2024-09-02,HGCR11,0.95
2024-09-02,HGLG11,1.1
2024-09-02,HGRE11,0.78
2024-09-02,HGRU11,0.85
2024-09-02,HSAF11,0.8
2024-09-02,HSLG11,0.74
2024-09-02,HSML11,0.8
2024-09-02,HTMX11,2.132836
2024-09-02,ICRI11,0.97
2024-09-02,ITRI11,0.88
2024-09-02,ITSA4,0.021873
2024-09-02,ITUB4,0.015578
2024-09-02,JSAF11,0.91
2024-09-02,JSCR11,0.083
2024-09-02,JSRE11,0.48
2024-09-02,KCRE11,0.09
2024-09-02,KFOF11,0.75
2024-09-02,KISU11,0.07
2024-09-02,KIVO11,0.95
2024-09-02,KNCR11,0.946021
2024-09-02,KNHF11,0.9
2024-09-02,KNHY11,1.03
2024-09-02,KNIP11,0.76
2024-09-02,KNRI11,1.0
2024-09-02,KNSC11,0.09
2024-09-02,KNUQ11,1.015483
2024-09-02,KORE11,1.25
2024-09-02,LIFE11,0.135
2024-09-02,LVBI11,0.9
2024-09-02,MANA11,0.1
2024-09-02,MFII11,1.176346
2024-09-02,MXRF11,0.09
2024-09-02,OUJP11,0.85
2024-09-02,PATL11,0.57
2024-09-02,PMIS11,0.1
2024-09-02,PMLL11,0.78
2024-09-02,PORD11,0.089
2024-09-02,PVBI11,0.65
2024-09-02,RBVA11,0.1
2024-09-02,RPRI11,1.0
2024-09-02,RZTR11,0.9
2024-09-02,TEPP11,0.078
2024-09-02,TGAR11,1.12
2024-09-02,TRBL11,0.85
2024-09-02,TRXF11,0.925396
2024-09-02,TVRI11,0.98
2024-09-02,URPR11,1.0
2024-09-02,VCJR11,0.8
2024-09-02,VGHF11,0.09
2024-09-02,VGRI11,0.15
2024-09-02,VILG11,0.64
2024-09-02,VINO11,0.05
2024-09-02,VISC11,0.83
2024-09-02,VIUR11,0.067
2024-09-02,VRTA11,0.8
2024-09-02,VRTM11,0.09
2024-09-02,WHGR11,0.1
2024-09-02,XPCI11,0.8
2024-09-02,XPLG11,0.78
2024-09-02,XPSF11,0.07
2024-09-03,BBDC3,0.01725
2024-09-03,BBDC4,0.018975
2024-09-03,GGRC11,0.091
2024-09-06,FATN11,0.85
2024-09-06,RCRB11,0.91
2024-09-09,BLMG11,0.5
2024-09-09,BRCR11,0.5
2024-09-09,BTCI11,0.092
2024-09-09,DEVA11,0.45
2024-09-09,HCTR11,0.39
2024-09-09,RBRL11,0.72
2024-09-09,RBRP11,0.54
2024-09-09,RECR11,0.531783
2024-09-09,RECT11,0.275294
2024-09-09,SPXS11,0.1
2024-09-10,CCME11,0.08
2024-09-10,CLIN11,0.95
2024-09-11,RBRR11,0.85
2024-09-11,RBRY11,0.95
2024-09-12,BBAS3,0.186602
2024-09-12,CPTS11,0.081
2024-09-12,MCCI11,0.8
2024-09-12,VGIP11,0.89
2024-09-12,VGIR11,0.1
2024-09-16,AFHI11,0.93
2024-09-16,BTLG11,0.78
2024-09-16,RBRX11,0.08
2024-09-16,RZAK11,0.92
2024-09-16,RZAT11,1.05
2024-09-16,SNCI11,1.0
2024-09-16,SNEL11,0.1
2024-09-16,SNFF11,1.0
2024-09-17,MCRE11,0.1
2024-09-18,BROF11,0.43
2024-09-18,CPSH11,0.1
2024-09-18,CSMG3,0.353195
2024-09-18,DIRR3,0.153333
2024-09-19,ALZR11,0.07431
2024-09-19,BPML11,1.07
2024-09-19,BTAL11,0.84
2024-09-19,XPML11,0.91984
2024-09-20,ITSA4,0.044993
2024-09-20,ITUB4,0.240936
2024-09-24,CMIG4,0.165202
2024-09-24,GZIT11,0.78
2024-09-24,HYPE3,0.193351
2024-09-24,TIMS3,0.123946
2024-09-24,VBBR3,0.219392
2024-09-25,B3SA3,0.095661
2024-09-25,LREN3,0.153418
2024-09-26,RENT3,0.399526
2024-09-27,RDOR3,0.156105
2024-09-30,PSSA3,0.409823
2024-09-30,WEGE3,0.070059
2024-10-01,AZPL11,0.075
2024-10-01,BBDC3,0.179571
2024-10-01,BBDC4,0.197528
2024-10-01,BBIG11,0.08
2024-10-01,BCIA11,0.87
2024-10-01,BCRI11,0.76
2024-10-01,BRCO11,0.87
2024-10-01,CACR11,1.32
2024-10-01,CPLE3,0.153952
2024-10-01,CYCR11,0.08
2024-10-01,GARE11,0.089747
2024-10-01,GTWR11,0.79
2024-10-01,HABT11,1.0
2024-10-01,HFOF11,0.06
2024-10-01,HGBS11,0.16
2024-10-01,HGCR11,0.95
2024-10-01,HGLG11,1.1
2024-10-01,HGRE11,0.78
2024-10-01,HGRU11,0.85
2024-10-01,HSAF11,0.8
2024-10-01,HSLG11,0.74
2024-10-01,HSML11,0.8
2024-10-01,HTMX11,2.15
2024-10-01,ICRI11,0.93
2024-10-01,ITRI11,0.9
2024-10-01,ITUB4,0.015578
2024-10-01,JSAF11,0.91
2024-10-01,JSCR11,0.085
2024-10-01,JSRE11,0.48
2024-10-01,KCRE11,0.08
2024-10-01,KFOF11,0.75
2024-10-01,KISU11,0.068
2024-10-01,KIVO11,0.82
2024-10-01,KNCR11,0.946021
2024-10-01,KNHF11,0.9
2024-10-01,KNHY11,1.0
2024-10-01,KNIP11,0.75
2024-10-01,KNRI11,1.0
2024-10-01,KNSC11,0.09
2024-10-01,KNUQ11,0.985906
2024-10-01,KORE11,1.25
2024-10-01,LIFE11,0.135
2024-10-01,LVBI11,0.83
2024-10-01,MANA11,0.1
2024-10-01,MFII11,1.186315
2024-10-01,MXRF11,0.09
2024-10-01,OUJP11,0.85
2024-10-01,PATL11,0.57
2024-10-01,PMIS11,0.1
2024-10-01,PMLL11,0.78
2024-10-01,PORD11,0.089
2024-10-01,PVBI11,0.55
2024-10-01,RPRI11,0.9
2024-10-01,RZTR11,0.9
2024-10-01,TEPP11,0.078
2024-10-01,TGAR11,1.14
2024-10-01,TRBL11,0.85
2024-10-01,TRXF11,0.925396
2024-10-01,TVRI11,0.98
2024-10-01,URPR11,0.95
2024-10-01,VCJR11,0.8
2024-10-01,VGHF11,0.08
2024-10-01,VGRI11,0.15
2024-10-01,VILG11,0.6
2024-10-01,VINO11,0.05
2024-10-01,VISC11,0.8
2024-10-01,VIUR11,0.067
2024-10-01,VRTA11,0.8
2024-10-01,VRTM11,0.08
2024-10-01,WHGR11,0.1
2024-10-01,XPCI11,0.8
2024-10-01,XPLG11,0.78
2024-10-01,XPSF11,0.07
2024-10-02,BBDC3,0.01725
2024-10-02,BBDC4,0.018975
2024-10-02,GGRC11,0.1
2024-10-04,CMIN3,0.552278
2024-10-04,RADL3,0.125812
2024-10-07,ALOS3,0.095312
2024-10-07,CURY3,0.343792
2024-10-07,FATN11,0.85
2024-10-08,BLMG11,0.5
2024-10-08,BRCR11,0.5
2024-10-08,BTCI11,0.09
2024-10-08,DEVA11,0.45
2024-10-08,HCTR11,0.39
2024-10-08,RBRL11,0.77
2024-10-08,RBRP11,0.52
2024-10-08,RCRB11,1.0
2024-10-08,RECR11,0.505406
2024-10-08,RECT11,0.275294
2024-10-08,SPXS11,0.101
2024-10-09,CCME11,0.08
2024-10-09,CLIN11,0.95
2024-10-10,RBRR11,0.8
2024-10-10,RBRY11,0.9
2024-10-11,CPTS11,0.072
2024-10-11,MCCI11,0.8
2024-10-11,VGIP11,0.8
2024-10-11,VGIR11,0.1
2024-10-14,TOPP11,0.02
2024-10-15,AFHI11,0.93
2024-10-15,RBRX11,0.08
2024-10-15,RZAK11,1.05
2024-10-15,RZAT11,0.92
2024-10-16,BTLG11,0.78
2024-10-16,MCRE11,0.1
2024-10-16,SNCI11,1.0
2024-10-16,SNEL11,0.1
2024-10-16,SNFF11,0.72
2024-10-17,BROF11,0.44
2024-10-17,CPSH11,0.1
2024-10-18,BTAL11,0.84
2024-10-18,SANB11,0.402476
2024-10-21,ALZR11,0.072944
2024-10-21,BPML11,1.07
2024-10-21,XPML11,0.91984
2024-10-22,ALOS3,0.096151
2024-10-25,GZIT11,0.78
2024-11-01,AZPL11,0.082
2024-11-01,BBIG11,0.085
2024-11-01,BCIA11,0.84
2024-11-01,BCRI11,0.84
2024-11-01,BRCO11,0.87
2024-11-01,CACR11,1.32
2024-11-01,CYCR11,0.09
2024-11-01,GARE11,0.091741
2024-11-01,GRUL11,0.11
2024-11-01,GTWR11,0.79
2024-11-01,HABT11,0.9
2024-11-01,HFOF11,0.058
2024-11-01,HGBS11,0.16
2024-11-01,HGCR11,0.95
2024-11-01,HGLG11,1.1
2024-11-01,HGRE11,0.78
2024-11-01,HGRU11,0.9
2024-11-01,HSAF11,0.8
2024-11-01,HSLG11,0.74
2024-11-01,HSML11,0.8
2024-11-01,HTMX11,2.365658
2024-11-01,ICRI11,1.45
2024-11-01,ITRI11,0.85
2024-11-01,ITUB4,0.015578
2024-11-01,JSAF11,0.91
2024-11-01,JSCR11,0.092
2024-11-01,JSRE11,0.48
2024-11-01,KCRE11,0.08
2024-11-01,KFOF11,0.75
2024-11-01,KISU11,0.066
2024-11-01,KIVO11,0.9
2024-11-01,KNCR11,1.01702
2024-11-01,KNHF11,0.9
2024-11-01,KNHY11,1.0
2024-11-01,KNIP11,0.7
2024-11-01,KNRI11,1.0
2024-11-01,KNSC11,0.08
2024-11-01,KNUQ11,1.084496
2024-11-01,KORE11,1.25
2024-11-01,LIFE11,0.135
2024-11-01,LVBI11,0.83
2024-11-01,MANA11,0.1
2024-11-01,MFII11,1.166377
2024-11-01,MXRF11,0.09
2024-11-01,OUJP11,0.9
2024-11-01,PATL11,0.57
2024-11-01,PMIS11,0.1
2024-11-01,PMLL11,0.78
2024-11-01,PORD11,0.091
2024-11-01,PVBI11,0.55
2024-11-01,RBVA11,0.1
2024-11-01,RPRI11,0.95
2024-11-01,RZTR11,0.9
2024-11-01,TEPP11,0.078
2024-11-01,TGAR11,1.15
2024-11-01,TRBL11,0.62
2024-11-01,TRXF11,0.925396
2024-11-01,TVRI11,0.98
2024-11-01,URPR11,0.87
2024-11-01,VCJR11,0.7
2024-11-01,VGHF11,0.09
2024-11-01,VGRI11,0.15
2024-11-01,VILG11,0.61
2024-11-01,VINO11,0.05
2024-11-01,VISC11,0.8
2024-11-01,VIUR11,0.067
2024-11-01,VRTA11,0.8
2024-11-01,VRTM11,0.085
2024-11-01,WHGR11,0.1
2024-11-01,XPCI11,0.8
2024-11-01,XPLG11,0.78
2024-11-01,XPSF11,0.07
2024-11-04,BBDC3,0.01725
2024-11-04,BBDC4,0.018975
2024-11-04,GGRC11,0.1
2024-11-05,CXSE3,0.234
2024-11-07,FATN11,0.85
2024-11-07,RCRB11,1.05
2024-11-08,BLMG11,0.5
2024-11-08,BRCR11,0.5
2024-11-08,BTCI11,0.091
2024-11-08,DEVA11,0.45
2024-11-08,HCTR11,0.37
2024-11-08,RBRL11,0.77
2024-11-08,RBRP11,0.54
2024-11-08,RECR11,0.766192
2024-11-08,RECT11,0.275294
2024-11-08,SPXS11,0.1
2024-11-11,CCME11,0.08
2024-11-11,CLIN11,0.95
2024-11-12,KLBN11,0.346083
2024-11-12,RBRR11,0.8
2024-11-12,RBRY11,0.9
2024-11-12,TAEE11,0.668999
2024-11-13,BRAP4,0.898694
2024-11-13,CPTS11,0.062
2024-11-13,MCCI11,0.8
2024-11-13,RECV3,1.293078
2024-11-13,VGIP11,0.72
2024-11-13,VGIR11,0.11
2024-11-14,TOPP11,0.68
2024-11-18,AFHI11,0.93
2024-11-18,ALZR11,0.077229
2024-11-18,BPML11,1.07
2024-11-18,BTLG11,0.78
2024-11-18,RBRX11,0.08
2024-11-18,RZAK11,1.07
2024-11-18,RZAT11,0.98
2024-11-18,SNCI11,1.0
2024-11-18,SNEL11,0.1
2024-11-18,SNFF11,0.72
2024-11-18,XPML11,0.91984
2024-11-19,ALOS3,0.096451
2024-11-19,GGBR4,0.3
2024-11-19,GOAU4,0.097502
2024-11-19,MCRE11,0.1
2024-11-21,BROF11,0.46
2024-11-22,BTAL11,0.84
2024-11-22,CSNA3,0.550489
2024-11-26,BBAS3,0.483304
2024-11-27,POMO4,0.127273
2024-12-02,AZPL11,0.082
2024-12-02,BBIG11,0.09
2024-12-02,BCIA11,0.84
2024-12-02,BCRI11,0.75
2024-12-02,BRCO11,0.87
2024-12-02,CACR11,1.32
2024-12-02,CYCR11,0.095
2024-12-02,GARE11,0.092
2024-12-02,GRUL11,0.11
2024-12-02,GTWR11,0.79
2024-12-02,HABT11,1.02
2024-12-02,HFOF11,0.056
2024-12-02,HGBS11,0.16
2024-12-02,HGCR11,0.95
2024-12-02,HGLG11,1.1
2024-12-02,HGRE11,0.78
2024-12-02,HGRU11,0.9
2024-12-02,HSAF11,0.8
2024-12-02,HSLG11,0.74
2024-12-02,HSML11,0.8
2024-12-02,HTMX11,3.415538
2024-12-02,ICRI11,1.45
2024-12-02,ITRI11,0.8
2024-12-02,ITSA4,0.021873
2024-12-02,ITUB4,0.015578
2024-12-02,JSAF11,0.91
2024-12-02,JSCR11,0.1
2024-12-02,JSRE11,0.48
2024-12-02,KCRE11,0.08
2024-12-02,KFOF11,0.75
2024-12-02,KISU11,0.067
2024-12-02,KIVO11,0.9
2024-12-02,KNCR11,0.947225
2024-12-02,KNHF11,0.9
2024-12-02,KNHY11,1.05
2024-12-02,KNIP11,0.9
2024-12-02,KNRI11,1.0
2024-12-02,KNSC11,0.08
2024-12-02,KNUQ11,0.985906
2024-12-02,KORE11,1.25
2024-12-02,LIFE11,0.135
2024-12-02,LVBI11,0.83
2024-12-02,MANA11,0.11
2024-12-02,MFII11,1.166377
2024-12-02,MXRF11,0.1
2024-12-02,OUJP11,0.9
2024-12-02,PATL11,0.57
2024-12-02,PMIS11,0.1
2024-12-02,PMLL11,0.78
2024-12-02,PORD11,0.089
2024-12-02,PVBI11,0.55
2024-12-02,RBVA11,0.09
2024-12-02,RPRI11,0.95
2024-12-02,RZTR11,1.15
2024-12-02,TEPP11,0.078
2024-12-02,TGAR11,1.15
2024-12-02,TRBL11,0.62
2024-12-02,TRXF11,0.925396
2024-12-02,TVRI11,0.98
2024-12-02,URPR11,0.88
2024-12-02,VAMO3,0.267144
2024-12-02,VCJR11,0.9
2024-12-02,VGHF11,0.09
2024-12-02,VGRI11,0.15
2024-12-02,VILG11,0.62
2024-12-02,VINO11,0.05
2024-12-02,VISC11,0.8
2024-12-02,VIUR11,0.067
2024-12-02,VRTA11,0.8
2024-12-02,VRTM11,0.09
2024-12-02,WHGR11,0.1
2024-12-02,XPCI11,0.81
2024-12-02,XPLG11,0.78
2024-12-02,XPSF11,0.07
2024-12-03,BBDC3,0.01725
2024-12-03,BBDC4,0.018975
2024-12-03,GGRC11,0.1
2024-12-04,TOTS3,0.22
2024-12-05,RADL3,0.070819
2024-12-06,FATN11,0.85
2024-12-06,RCRB11,1.11
2024-12-09,AZZA3,0.575146
2024-12-09,BRCR11,0.5
2024-12-09,BTCI11,0.091
2024-12-09,DEVA11,0.43
2024-12-09,RBRL11,0.77
2024-12-09,RBRP11,0.54
2024-12-09,RECR11,0.681674
2024-12-09,RECT11,0.275294
2024-12-09,SPXS11,0.1
2024-12-10,CCME11,0.08
2024-12-10,CLIN11,1.0
2024-12-10,ITUB4,0.274104
2024-12-11,RBRR11,0.8
2024-12-11,RBRY11,0.95
2024-12-12,BBAS3,0.176491
2024-12-12,CPLE3,0.190412
2024-12-12,CPTS11,0.075
2024-12-12,ITSA4,0.056711
2024-12-12,MCCI11,0.8
2024-12-12,PETR3,1.551743
2024-12-12,PETR4,1.551743
2024-12-12,VALE3,0.520531
2024-12-12,VGIP11,0.82
2024-12-12,VGIR11,0.11
2024-12-13,MBRF3,2.833731
2024-12-13,TOPP11,0.84
2024-12-16,AFHI11,0.95
2024-12-16,BTLG11,0.78
2024-12-16,FLRY3,0.213913
2024-12-16,RBRX11,0.08
2024-12-16,RZAK11,1.13
2024-12-16,RZAT11,1.0
2024-12-16,SMFT3,0.438188
2024-12-16,SNCI11,1.0
2024-12-16,SNEL11,0.1
2024-12-16,SNFF11,0.72
2024-12-17,ALZR11,0.080268
2024-12-17,BPML11,1.07
2024-12-17,KLBN11,0.210095
2024-12-17,MCRE11,0.1
2024-12-17,SUZB3,2.017363
2024-12-17,XPML11,0.91984
2024-12-18,BROF11,0.5
2024-12-18,CPSH11,0.11
2024-12-18,RENT3,0.404691
2024-12-19,BTAL11,0.84
2024-12-19,RDOR3,0.202583
2024-12-20,ABEV3,0.6676
2024-12-20,BPAC11,0.303269
2024-12-20,BRAP4,0.210221
2024-12-20,EGIE3,0.218857
2024-12-20,GZIT11,0.78
2024-12-23,ALOS3,0.12011
2024-12-23,MULT3,0.235329
2024-12-23,WEGE3,0.079765
2024-12-26,BLMG11,0.9
2024-12-26,CMIG4,0.195808
2024-12-26,CSMG3,0.369458
2024-12-26,PETR3,1.356891
2024-12-26,PETR4,1.356891
2024-12-26,TIMS3,0.268528
2024-12-26,VBBR3,0.244606
2024-12-27,LREN3,0.170621
2024-12-27,VIVT3,0.368849
2024-12-30,AXIA3,0.862972
2024-12-30,AXIA6,1.823064
2024-12-30,HYPE3,0.287849
2025-01-02,AZPL11,0.09
2025-01-02,B3SA3,0.064034
2025-01-02,BBDC3,0.267251
2025-01-02,BBDC4,0.293976
2025-01-02,BBIG11,0.099
2025-01-02,BCIA11,0.95
2025-01-02,BCRI11,0.78
2025-01-02,BRCO11,0.87
2025-01-02,CACR11,1.34
2025-01-02,CEAB3,0.344691
2025-01-02,CYCR11,0.095
2025-01-02,GARE11,0.092
2025-01-02,GRUL11,0.12
2025-01-02,GTWR11,0.83
2025-01-02,HABT11,1.05
2025-01-02,HFOF11,0.056
2025-01-02,HGBS11,0.16
2025-01-02,HGCR11,0.95
2025-01-02,HGLG11,1.1
2025-01-02,HGRE11,0.78
2025-01-02,HGRU11,1.9
2025-01-02,HSAF11,1.2
2025-01-02,HSLG11,0.74
2025-01-02,HSML11,0.8
